sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;servicio;mantenimiento en ;francisco antonio zea;3;5.0;29/03/2019;5000000.0;microempresarial
femenino;servicio;peluqueria;santa cruz;2;2.0;13/01/2017;6000000.0;microempresarial
femenino;comercio;tienda;buenos aires;2;9.0;12/06/2019;3000000.0;microempresarial
femenino;comercio;fabrica de ;picachito;1;6.0;5/10/2016;4000000.0;microempresarial
femenino;servicio;peluqueria;popular;1;1.0;7/11/2017;4000000.0;microempresarial
masculino;comercio;fabrica de ;enciso;2;8.0;22/01/2018;7800000.0;microempresarial
femenino;servicio;recreativo educativo;florencia;3;5.0;2/06/2017;7000000.0;microempresarial
femenino;comercio;tienda;robledo;1;7.0;22/11/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7.0;7/03/2018;3000000.0;microempresarial
masculino;comercio;almacen de ropa en ;la milagrosa;3;9.0;28/06/2016;6890000.0;microempresarial
femenino;comercio;distribuidora de ;andalucia;2;2.0;23/09/2016;6890000.0;microempresarial
femenino;comercio;mantenimiento en ;enciso;2;8.0;27/08/2018;3500000.0;microempresarial
femenino;servicio;fabrica de productos ;enciso;2;8.0;19/07/2017;3500000.0;microempresarial
femenino;comercio;variedades;prado;3;10.0;6/05/2016;6890000.0;microempresarial
masculino;industria;fabrica de ;el salado;2;9.0;26/02/2018;5000000.0;microempresarial
masculino;servicio;mantenimiento en ;villatina;2;8.0;23/12/2016;3000000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san cristobal;1;60.0;16/05/2018;7000000.0;microempresarial
femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;20/02/2016;6000000.0;microempresarial
masculino;industria;fabrica de ;san javier no.1;3;13.0;28/04/2017;7377000.0;microempresarial
femenino;comercio;variedades;belencito;2;13.0;29/11/2016;6800000.0;microempresarial
masculino;industria;panaderia;altavista;1;16.0;28/05/2018;7000000.0;microempresarial
femenino;comercio;variedades;toscana;3;5.0;14/06/2016;2000000.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;5/06/2018;6000000.0;microempresarial
masculino;servicio;comidas rapidas;santo domingo savio ;1;1.0;10/11/2017;5000000.0;microempresarial
masculino;comercio;fabrica de ;santo domingo savio ;1;1.0;13/07/2018;7800000.0;microempresarial
masculino;comercio;distribuidora de ;manrique central no. 1;1;4.0;6/07/2018;800000.0;microempresarial
masculino;industria;fabrica de ;villatina;1;8.0;16/10/2018;7800000.0;microempresarial
femenino;comercio;tienda;manrique oriental;2;4.0;19/02/2019;6000000.0;microempresarial
masculino;comercio;carniceria;playon de los ;2;2.0;3/05/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;2;7.0;19/02/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;la milagrosa;3;9.0;2/02/2017;7377000.0;microempresarial
femenino;comercio;tienda;san javier no.1;2;13.0;5/12/2017;4000000.0;microempresarial
masculino;servicio;tienda;campo valdes no. 1;2;4.0;15/08/2017;5500000.0;microempresarial
femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;5/04/2019;8200000.0;microempresarial
femenino;comercio;restaurante;trinidad;1;15.0;29/10/2018;6000000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;8/08/2017;2000000.0;microempresarial
femenino;comercio;productos de belleza;cabecera san cristobal;2;60.0;5/06/2018;1300000.0;microempresarial
femenino;comercio;restaurante;andalucia;2;2.0;8/11/2017;7370000.0;microempresarial
femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;12/04/2018;7500000.0;microempresarial
femenino;industria;comidas rapidas;la esperanza;1;6.0;9/02/2018;3050000.0;microempresarial
masculino;servicio;publicidad y ;barrio caicedo;2;9.0;18/05/2017;7200000.0;microempresarial
femenino;industria;fabrica de ;buenos aires;2;9.0;3/04/2017;7377000.0;microempresarial
femenino;comercio;variedades;manrique central no. 1;3;4.0;28/12/2018;7000000.0;microempresarial
femenino;industria;fabrica de ;cabecera san antonio ;2;80.0;21/10/2016;6500000.0;microempresarial
femenino;servicio;peluqueria;la floresta;3;12.0;5/07/2018;7800000.0;microempresarial
femenino;comercio;fabrica de ;moravia;2;4.0;31/01/2017;2000000.0;microempresarial
masculino;comercio;comidas rapidas;popular;2;1.0;29/11/2018;2200000.0;microempresarial
masculino;comercio;fabrica de repuestos ;villa hermosa;3;8.0;23/01/2018;7812000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;3;7.0;7/06/2016;4000000.0;microempresarial
femenino;comercio;tienda;popular;2;1.0;18/08/2017;7370000.0;microempresarial
masculino;comercio;variedades;santa cruz;1;16.0;18/05/2017;6000000.0;microempresarial
masculino;comercio;fabrica de ;cabecera san cristobal;2;60.0;4/10/2016;6800000.0;microempresarial
femenino;industria;fabrica de ;betania;2;13.0;28/05/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;doce de octubre no.1;2;6.0;6/03/2019;2000000.0;microempresarial
femenino;comercio;variedades;popular;1;1.0;16/04/2018;3000000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;2;7.0;12/02/2018;7000000.0;microempresarial
femenino;servicio;barberia;la milagrosa;3;9.0;4/08/2016;5000000.0;microempresarial
masculino;servicio;fabrica de arepas;girardot;3;5.0;6/04/2017;7300000.0;microempresarial
masculino;comercio;venta de calzado;centro admtivo;3;10.0;21/12/2017;7000000.0;microempresarial
masculino;servicio;mantenimiento en ;buenos aires;3;9.0;23/01/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;san javier no.1;1;13.0;29/01/2018;5000000.0;microempresarial
femenino;comercio;almacen de ropa en ;san javier no.1;1;13.0;31/05/2017;7377000.0;microempresarial
femenino;comercio;panaderia;boyaca;3;5.0;21/09/2017;7300000.0;microempresarial
femenino;comercio;peluqueria;santa cruz;1;4.0;26/11/2018;7000000.0;microempresarial
femenino;comercio;variedades;carpinelo;1;1.0;8/03/2016;6444000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;23/08/2016;1500000.0;microempresarial
femenino;comercio;variedades;robledo;3;7.0;3/10/2018;7839700.0;juridica y cap.semilla
masculino;industria;fabrica de ;enciso;2;8.0;16/02/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;la loma;2;60.0;30/04/2018;6000000.0;microempresarial
femenino;comercio;variedades;girardot;3;5.0;18/06/2018;4000000.0;microempresarial
masculino;comercio;bares;barrio caicedo;2;9.0;30/01/2018;7800000.0;microempresarial
femenino;comercio;variedades;san javier no.1;2;13.0;27/04/2018;1500000.0;microempresarial
masculino;comercio;comidas rapidas;el vergel;2;80.0;16/07/2018;4500000.0;microempresarial
femenino;comercio;variedades;robledo;1;7.0;18/10/2017;7377000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;3;7.0;14/12/2017;5000000.0;microempresarial
femenino;comercio;legumbreria;enciso;3;8.0;10/11/2016;6890000.0;microempresarial
femenino;servicio;papeleria;andalucia;2;2.0;4/05/2017;7370000.0;microempresarial
femenino;comercio;tienda;villatina;2;8.0;1/11/2018;6000000.0;microempresarial
femenino;comercio;restaurante;juan xxiii la quiebra;2;13.0;9/02/2018;6000000.0;microempresarial
masculino;industria;variedades;castilla;3;5.0;7/05/2018;7800000.0;microempresarial
masculino;comercio;fabrica de calzado;kennedy;2;6.0;18/06/2019;4500000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2.0;29/12/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;granizal;1;1.0;24/01/2018;7800000.0;microempresarial
femenino;comercio;papeleria;el salvador;3;9.0;30/03/2017;1500000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san cristobal;1;60.0;4/05/2017;7000000.0;microempresarial
femenino;comercio;tienda;moravia;2;4.0;22/04/2019;8281000.0;microempresarial
femenino;industria;fabrica de ;robledo;1;7.0;11/05/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;enciso;2;6.0;6/05/2016;6890000.0;microempresarial
femenino;servicio;variedades;manrique central no. 2;3;3.0;3/10/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;26/02/2016;6890000.0;microempresarial
masculino;comercio;comidas rapidas;andalucia;2;2.0;27/02/2019;8000000.0;microempresarial
femenino;comercio;tienda;santo domingo savio ;2;1.0;15/11/2017;7300000.0;microempresarial
masculino;comercio;tienda;el socorro;1;13.0;7/11/2018;7500000.0;microempresarial
masculino;comercio;tienda;villa niza;2;2.0;27/04/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;12/07/2017;7300000.0;microempresarial
femenino;servicio;papeleria;granizal;2;1.0;10/07/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en ;doce de octubre no.1;1;6.0;19/01/2017;6000000.0;microempresarial
femenino;comercio;comidas rapidas;moravia;2;4.0;2/05/2018;2000000.0;microempresarial
masculino;comercio;tienda;villa hermosa;3;8.0;19/09/2017;7370000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;2;60.0;16/03/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;san javier no.1;1;13.0;8/05/2018;2500000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;3;7.0;23/08/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;moravia;3;4.0;5/09/2018;5000000.0;microempresarial
femenino;comercio;productos de belleza;playon de los ;2;2.0;6/07/2018;5000000.0;microempresarial
femenino;comercio;variedades;barrio caicedo;2;9.0;8/08/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;robledo;3;7.0;7/12/2016;5000000.0;microempresarial
femenino;comercio;comidas rapidas;picacho;1;6.0;29/08/2017;7000000.0;microempresarial
femenino;comercio;tienda;popular;2;1.0;7/04/2017;3000000.0;microempresarial
masculino;servicio;restaurante;cabecera san cristobal;2;60.0;30/05/2018;6000000.0;microempresarial
masculino;comercio;almacen de ropa en ;barrio caicedo;1;9.0;25/07/2018;5200000.0;microempresarial
femenino;comercio;comidas rapidas;aranjuez;3;4.0;24/11/2017;5000000.0;microempresarial
femenino;comercio;legumbreria;villatina;2;8.0;4/10/2017;3000000.0;microempresarial
femenino;industria;fabrica de helados;aranjuez;3;4.0;22/02/2017;7377000.0;microempresarial
masculino;servicio;variedades;belen;3;16.0;28/05/2018;5000000.0;microempresarial
femenino;industria;fabrica de arepas;picachito;1;6.0;7/02/2018;4000000.0;microempresarial
masculino;industria;fabrica de ;manrique oriental;2;3.0;28/05/2018;7000000.0;microempresarial
femenino;comercio;tienda;cabecera san cristobal;2;60.0;22/09/2016;6890000.0;microempresarial
femenino;servicio;mensajeria;francisco antonio zea;3;5.0;11/10/2018;6000000.0;microempresarial
femenino;comercio;comidas rapidas;belen;2;16.0;24/01/2018;7812000.0;microempresarial
femenino;industria;comidas rapidas;barrio caicedo;1;9.0;27/06/2018;7500000.0;microempresarial
femenino;industria;fabrica de ;robledo;2;7.0;13/07/2018;2000000.0;microempresarial
femenino;comercio;tienda naturista;santo domingo savio ;2;1.0;5/09/2017;7000000.0;microempresarial
masculino;servicio;lavanderia;popular;2;1.0;12/05/2016;5000000.0;microempresarial
femenino;comercio;variedades;las palmas;3;10.0;18/12/2018;7000000.0;microempresarial
femenino;servicio;comidas rapidas;robledo;2;7.0;21/02/2018;1500000.0;microempresarial
femenino;comercio;almacen de ropa en ;santa elena central;1;90.0;27/06/2016;1000000.0;microempresarial
femenino;comercio;tienda;barrio caicedo;2;9.0;15/09/2016;6890000.0;microempresarial
masculino;comercio;variedades;loreto;2;9.0;18/01/2019;5000000.0;microempresarial
masculino;comercio;variedades;guayabal;3;15.0;5/03/2018;782000.0;microempresarial
femenino;comercio;cafeteria;popular;2;1.0;1/11/2018;2300000.0;microempresarial
femenino;comercio;restaurante;belen;2;16.0;23/05/2018;5000000.0;microempresarial
femenino;servicio;panaderia;buenos aires;2;9.0;9/06/2017;3000000.0;microempresarial
femenino;industria;fabrica de ;popular;1;1.0;18/07/2017;7377000.0;microempresarial
masculino;comercio;cafe e internet;doce de octubre no.1;2;6.0;22/03/2017;2000000.0;microempresarial
femenino;comercio;variedades;moscu no. 2;2;1.0;15/01/2019;8000000.0;microempresarial
masculino;comercio;fabrica de alimentos;la milagrosa;2;9.0;19/11/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;enciso;2;8.0;4/07/2018;7000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;2;2.0;28/12/2018;1500000.0;microempresarial
masculino;industria;fabrica de ;andalucia;2;2.0;23/05/2018;7800000.0;microempresarial
femenino;comercio;variedades;santander;2;6.0;31/01/2017;6000000.0;microempresarial
femenino;comercio;comidas rapidas;castilla;2;5.0;23/05/2016;6890000.0;microempresarial
femenino;servicio;productos de belleza;buenos aires;2;9.0;3/08/2017;7360000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 2;2;3.0;7/12/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;carpinelo;1;1.0;12/10/2016;6000000.0;microempresarial
femenino;comercio;legumbreria;francisco antonio zea;3;5.0;29/04/2019;8000000.0;microempresarial
femenino;industria;fabrica de ;barrio caicedo;2;9.0;21/09/2016;5000000.0;microempresarial
femenino;comercio;restaurante;santa cruz;2;2.0;23/12/2016;6800000.0;microempresarial
femenino;comercio;fabrica de ;centro admtivo;3;10.0;21/06/2017;7377000.0;microempresarial
masculino;comercio;miscelanea;cabecera san antonio ;2;80.0;3/06/2016;6890000.0;microempresarial
masculino;comercio;legumbreria;la floresta;3;12.0;22/05/2018;3000000.0;microempresarial
femenino;comercio;ferreteria;manrique oriental;1;3.0;24/10/2017;7377000.0;microempresarial
femenino;industria;fabrica de ;santo domingo savio ;1;1.0;1/11/2016;4000000.0;microempresarial
femenino;comercio;variedades;la francia;2;2.0;11/08/2017;7377000.0;microempresarial
femenino;industria;fabrica de productos ;moravia;2;4.0;21/04/2017;7000000.0;microempresarial
femenino;comercio;almacen de ropa en ;manrique oriental;3;3.0;24/01/2017;2000000.0;microempresarial
femenino;industria;variedades;calasanz;1;12.0;15/06/2018;6800000.0;microempresarial
masculino;comercio;distribuidora de ;moravia;2;4.0;16/05/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;aranjuez;2;4.0;26/05/2016;6500000.0;microempresarial
femenino;comercio;variedades;la milagrosa;2;9.0;18/05/2017;7377000.0;microempresarial
femenino;comercio;tienda;manrique central no. 1;2;4.0;6/12/2018;1000000.0;microempresarial
femenino;comercio;cafeteria;santo domingo savio ;2;1.0;6/02/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;santa rosa de lima;2;13.0;5/02/2018;7800000.0;microempresarial
masculino;industria;fotografia;playon de los ;2;2.0;15/07/2016;6500000.0;microempresarial
masculino;servicio;gimnasio;popular;1;1.0;16/02/2018;5000000.0;microempresarial
masculino;servicio;fabrica de alimentos;cabecera san cristobal;2;60.0;22/02/2017;14700000.0;microempresarial
femenino;comercio;restaurante;buenos aires;3;9.0;20/02/2017;7377000.0;microempresarial
masculino;comercio;variedades;robledo;3;7.0;2/05/2017;7000000.0;microempresarial
masculino;comercio;restaurante;la floresta;3;12.0;3/10/2017;7300000.0;microempresarial
masculino;industria;fabrica de ;robledo;2;7.0;2/05/2016;6890000.0;microempresarial
femenino;industria;fabrica de calzado;santo domingo savio ;1;1.0;7/04/2016;5000000.0;microempresarial
femenino;comercio;tienda;calasanz;1;12.0;24/10/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;belen;2;16.0;28/07/2017;5000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;1;60.0;11/06/2019;4500000.0;microempresarial
masculino;servicio;mantenimiento en ;castilla;2;5.0;12/09/2016;6894000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;3;4.0;29/05/2018;1500000.0;microempresarial
femenino;comercio;variedades;villa hermosa;2;8.0;12/04/2018;4000000.0;microempresarial
masculino;servicio;barberia;guayabal;2;15.0;2/06/2017;5000000.0;microempresarial
masculino;industria;fabrica de juegos ;san javier no.1;1;13.0;4/03/2016;6000000.0;microempresarial
femenino;industria;fabrica de ;belen;2;16.0;6/01/2017;6894000.0;microempresarial
femenino;comercio;variedades;enciso;2;8.0;30/12/2016;4000000.0;microempresarial
femenino;comercio;miscelanea;san javier no.1;1;13.0;21/11/2017;3000000.0;microempresarial
femenino;comercio;mantenimiento en ;san german;3;7.0;14/02/2018;6000000.0;microempresarial
masculino;industria;taller de mecanica;cabecera san cristobal;1;60.0;14/08/2017;3000000.0;microempresarial
masculino;comercio;tienda;los angeles;3;10.0;3/10/2018;7000000.0;microempresarial
masculino;comercio;venta de ;robledo;3;7.0;5/09/2018;7800000.0;microempresarial
masculino;comercio;montallantas;el salvador;3;9.0;23/05/2018;5000000.0;microempresarial
femenino;agropecuaria;sembrados;santa elena central;2;90.0;15/11/2017;14000000.0;agropecuaria
femenino;comercio;variedades;cabecera san antonio ;2;80.0;11/10/2016;6000000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;30/08/2018;3500000.0;microempresarial
femenino;comercio;panaderia;castilla;3;5.0;18/10/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;robledo;1;7.0;13/12/2016;6000000.0;microempresarial
femenino;industria;fabrica de ;boston;3;10.0;29/11/2016;6800000.0;microempresarial
masculino;comercio;panaderia;cabecera san antonio ;2;80.0;18/02/2019;8000000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;2;13.0;1/09/2017;7300000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80.0;28/12/2018;7800000.0;microempresarial
masculino;comercio;legumbreria;popular;1;1.0;29/05/2019;6000000.0;microempresarial
masculino;comercio;tienda;popular;2;1.0;1/03/2018;7800000.0;microempresarial
femenino;servicio;cafe e internet;florencia;2;5.0;19/11/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;toscana;3;5.0;25/07/2018;7800000.0;microempresarial
masculino;servicio;legumbreria;aranjuez;2;4.0;15/11/2017;7377000.0;microempresarial
